"type","text"
"spam","want 2 get laid tonight? want real dogging locations sent direct 2 ur mob? join the uk's largest dogging network by txting moan to 69888nyt. ec2a. 31p.msg@150p"
"ham","nice line said by a broken heart- plz don't cum 1 more times infront of me... other wise once again i ll trust u... good 9t:)"
"ham","ok i'm gonna head up to usf in like fifteen minutes"
"ham","tension ah?what machi?any problem?"
"ham","k, can i pick up another 8th when you're done?"
"ham","when're you guys getting back? g said you were thinking about not staying for mcr"
"ham","almost there, see u in a sec"
"ham","yo carlos, a few friends are already asking me about you, you working at all this weekend?"
"ham","watching tv lor..."
"ham","thank you baby! i cant wait to taste the real thing..."
"ham","you should change your fb to jaykwon thuglyfe falconerf"
"ham","if we win its really no 1 side for long time."
"ham","dear reached railway. what happen to you"
"ham","depends on quality. if you want the type i sent boye, faded glory, then about 6. if you want ralphs maybe 2"
"ham","i think i've fixed it can you send a test message?"
"ham","sorry man my account's dry or i would, if you want we could trade back half or i could buy some shit with my credit card"
"ham","what class of  &lt;#&gt;  reunion?"
"ham","are you free now?can i call now?"
"ham","got meh... when?"
"ham","nope... think i will go for it on monday... sorry i replied so late"
"ham","some of them told accenture is not confirm. is it true."
"ham","kate jackson rec center before 7ish, right?"
"ham","dear i have reache room"
"ham","when can ì_ come out?"
"ham","check with nuerologist."
"ham","lolnice. i went from a fish to ..water.?"
"ham","no it's waiting in e car dat's bored wat. cos wait outside got nothing 2 do. at home can do my stuff or watch tv wat."
"ham","maybe westshore or hyde park village, the place near my house?"
"ham","you should know now. so how's anthony. are you bringing money. i've school fees to pay and rent and stuff like that. thats why i need your help. a friend in need....|"
"ham","what's the significance?"
"ham","8 at the latest, g's still there if you can scrounge up some ammo and want to give the new ak a try"
"ham","lol ok your forgiven :)"
"ham","no..jst change tat only.."
"spam","you are guaranteed the latest nokia phone, a 40gb ipod mp3 player or a å£500 prize! txt word: collect to no: 83355! ibhltd ldnw15h 150p/mtmsgrcvd18+"
"ham","s:)no competition for him."
"spam","boltblue tones for 150p reply poly# or mono# eg poly3 1. cha cha slide 2. yeah 3. slow jamz 6. toxic 8. come with me or stop 4 more tones txt more"
"spam","your credits have been topped up for [URL] your renewal pin is tgxxrz"
"ham","that way transport is less problematic than on sat night. by the way, if u want to ask  n  to join my bday, feel free. but need to know definite nos as booking on fri."
"ham","usually the person is unconscious that's in children but in adults they may just behave abnormally. i.ll call you now"
"ham","but that's on ebay it might be less elsewhere."
"ham","were gonna go get some tacos"
"ham","that's very rude, you on campus?"
"spam","urgent!: your mobile no. was awarded a å£2,000 bonus caller prize on 02/09/03! this is our 2nd attempt to contact you! call 0871-872-9755 box95qu"
"ham","hi i won't b ard 4 christmas. but do enjoy n merry x'mas."
"ham","yes! how is a pretty lady like you single?"
"spam","you will recieve your tone within the next 24hrs. for terms and conditions please see channel u teletext pg 750"
"ham","jay says that you're a double-faggot"
"spam","private! your 2003 account statement for [PHONE] shows 800 un-redeemed s.i.m. points. call [PHONE] identifier code 41782 expires 18/11/04"
"ham","gudnite....tc...practice going on"
"ham","i'll be late..."
"ham","i've not called you in a while. this is hoping it was l8r malaria and that you know that we miss you guys. i miss bani big, so pls give her my love especially. have a great day."
"ham","good afternoon, my love! how goes that day ? i hope maybe you got some leads on a job. i think of you, boytoy and send you a passionate kiss from across the sea"
"ham","probably gonna be here for a while, see you later tonight &lt;)"
"ham","or maybe my fat fingers just press all these buttons and it doesn't know what to do."
"ham","i am in tirupur da, once you started from office call me."
"spam","from www.applausestore.com monthlysubscription@50p/msg max6/month t&csc web age16 2stop txt stop"
"ham","a famous quote : when you develop the ability to listen to 'anything' unconditionally without losing your temper or self confidence, it means you are ......... 'married'"
"ham","but am going to college pa. what to do. are else ill come there it self. pa."
"ham","4 oclock at mine. just to bash out a flat plan."
"ham","this girl does not stay in bed. this girl doesn't need recovery time. id rather pass out while having fun then be cooped up in bed"
"ham","then any special there?"
"ham","i know but you need to get hotel now. i just got my invitation but i had to apologise. cali is to sweet for me to come to some english bloke's weddin"
"ham","sorry that took so long, omw now"
"ham","wait  &lt;#&gt;  min.."
"ham","ok give me 5 minutes i think i see her. btw you're my alibi. you were cutting my hair the whole time."
"ham","imagine you finally get to sink into that bath after i have put you through your paces, maybe even having you eat me for a while before i left ... but also imagine the feel of that cage on your cock surrounded by the bath water, reminding you always who owns you ... enjoy, my cuck"
"ham","hurry up, i've been weed-deficient for like three days"
"ham","sure, if i get an acknowledgement from you that it's astoundingly tactless and generally faggy to demand a blood oath fo"
"ham","ok. every night take a warm bath drink a cup of milk and you'll see a work of magic. you still need to loose weight. just so that you know"
"ham","i‰û÷ll have a look at the frying pan in case it‰û÷s cheap or a book perhaps. no that‰û÷s silly a frying pan isn‰û÷t likely to be a book"
"ham","o. well uv causes mutations. sunscreen is like essential thesedays"
"ham","having lunch:)you are not in online?why?"
"ham","i know that my friend already told that."
"ham","hi princess! thank you for the pics. you are very pretty. how are you?"
"ham","aiyo... u always c our ex one... i dunno abt mei, she haven reply... first time u reply so fast... y so lucky not workin huh, got bao by ur sugardad ah...gee.."
"ham","hi msg me:)i'm in office.."
"ham","thanx 4 e brownie it's v nice..."
"ham","geeeee ... i love you so much i can barely stand it"
"spam","gent! we are trying to contact you. last weekends draw shows that you won a å£1000 prize guaranteed. call [PHONE]. claim code k52. valid 12hrs only. 150ppm"
"ham","fuck babe ... i miss you already, you know ? can't you let me send you some money towards your net ? i need you ... i want you ... i crave you ..."
"ham","ill call u 2mrw at ninish, with my address that icky american freek wont stop callin me 2 bad jen k eh?"
"ham","oooh bed ridden ey? what are you thinking of?"
"ham","so anyways, you can just go to your gym or whatever, my love *smiles* i hope your ok and having a good day babe ... i miss you so much already"
"ham","love it! daddy will make you scream with pleasure! i am going to slap your ass with my dick!"
"ham","wot u wanna do then missy?"
"ham","yar lor wait 4 my mum 2 finish sch then have lunch lor... i whole morning stay at home clean my room now my room quite clean... hee..."
"ham","do you know where my lab goggles went"
"ham","can you open the door?"
"ham","waiting for your call."
"ham","nope i waiting in sch 4 daddy..."
"spam","you have won ?1,000 cash or a ?2,000 prize! to claim, call[PHONE]"
"ham","i'm tired of arguing with you about this week after week. do what you want and from now on, i'll do the same."
"ham","ìï wait 4 me in sch i finish ard 5.."
"spam","our mobile number has won å£5000, to claim calls us back or ring the claims hot line on [PHONE]."
"ham","arngd marriage is while u r walkin unfortuntly a snake bites u. bt love marriage is dancing in frnt of d snake &amp; sayin bite me, bite me."
"ham","huh so early.. then ì_ having dinner outside izzit?"
"ham","ok anyway no need to change with what you said"
"spam","we tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call [PHONE] now or reply for free delivery tomorrow"
"ham","my ex-wife was not able to have kids. do you want kids one day?"
"ham","so how's scotland. hope you are not over showing your jjc tendencies. take care. live the dream"
"ham","tell them u have a headache and just want to use 1 hour of sick time."
"ham","i dun thk i'll quit yet... hmmm, can go jazz ? yogasana oso can... we can go meet em after our lessons den..."
"ham","\pete can you please ring meive hardly gotany credit\"""""
"ham","ya srsly better than yi tho"
"spam","you have been specially selected to receive a 2000 pound award! call [PHONE] before the lines close. cost 10ppm. 16+. t&cs apply. ag promo"
"spam","private! your 2003 account statement for [PHONE] shows 800 un-redeemed s. i. m. points. call [PHONE] identifier code: 42478 expires 24/10/04"
