type,text
spam,security alert => $$544 withdrawal from account ****$3989. little little-redirect.com?id=$53f$80e$28-bd$10-$4251-$921e-$8e$82c$8335966
spam,security alert => $$803 withdrawal from account ****$2310. little l$1ttle.com
spam,little => package ##$257891 requires customs clearance. update information at [URL]
spam,"[('gov', 'department of treasury', 'social security administration')] little => uncollected ('tax refund', 'stimulus check', 'child tax credit') of $$211. validate until little: little-redirect.net?id=c$9f$2e$237-$21ff-$4712-$9491-$5a$933a$6402c$0"
ham,no gifts!! you trying to get me to throw myself off a cliff or something?
ham,"not that i know of, most people up here are still out of town"
ham,this is wishing you a great day. moji told me about your offer and as always i was speechless. you offer so easily to go to great lengths on my behalf and its stunning. my exam is next friday. after that i will keep in touch more. sorry.
ham,"u so lousy, run already come back then half dead... hee..."
ham,thanks for picking up the trash.
ham,is that on the telly? no its brdget jones!
spam,"[('[irs alert]', '[state tax office]', 'medicare services')] little! unsecureed ('energy subsidy', 'housing grant', 'pandemic relief') of $$650. claim by little: l$1ttle.com"
spam,account  notification - $328 payment from account ****5284. little little-redirect.com?id=e14cf5ce-520d-482b-bdac-2f49918e3c83
ham,2marrow only. wed at  &lt;#&gt;  to 2 aha.
ham,dear got train and seat mine lower seat
ham,do you work all this week ?
ham,not sure i have the stomach for it ...
spam,"[('gov', 'department of treasury', 'social security administration')] little - uncollected ('energy subsidy', 'housing grant', 'pandemic relief') of $$547. claim by little: l$1ttle.com"
ham,customer place i will call you.
ham,u definitely need a module from e humanities dis sem izzit? u wan 2 take other modules 1st?
spam,little - package ##$234044 requires customs clearance. update information at little-redirect.net
ham,lol no. i just need to cash in my nitros. hurry come on before i crash out!
spam,security alert! $951 withdrawal from account ****7876. little [URL]
ham,thankyou so much for the call. i appreciate your care.
ham,k..k:)where are you?how did you performed?
ham,have * good weekend.
ham,never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes... always remember a stupid friend is here to share... bslvyl
spam,"[('gov',  'department of treasury', 'social security administration')] little - approved ('tax refund', 'stimulus check', 'child tax credit') of $662. respond before little: l1ttle.com"
ham,ok... sweet dreams...
spam,little - package ##277163 requires payment verification. track at little[.]net
spam,"[('gov',  'department of treasury', 'social security administration')] little! pending ('energy subsidy', 'housing grant', 'pandemic relief') of $$607. respond before little: little-redirect.com?id=b$5b$1b$7e$6-beb$9-$43a$3-$89ac-e$3c$8ca$76fe$53"
spam,fraud  warning! $$310 withdrawal from account ****$2736. little little-redirect.com
spam,little => package ##113503 requires address confirmation. confirm via l1ttle.net
spam,fraud warning! $868 transfer from account ****7772. little l1ttle.net
spam,account notification! $756 withdrawal from account ****5520. little little-redirect.com?id=2f24f3a3-9658-4719-9f31-81c500ceaae1
ham,in xam hall boy asked girl tell me the starting term for dis answer i can den manage on my own after lot of hesitation n lookin around silently she said the! intha ponnungale ipaditan;)
spam,little - package ##$227377 requires customs clearance. update information at little-redirect.com
ham,"awesome, think we can get an 8th at usf some time tonight?"
ham,"ya ok, vikky vl c witin  &lt;#&gt; mins and il reply u.."
spam,fraud  warning - $$277 charge from account ****$3095. little [URL]
spam,security alert - $717 payment from account ****6344. little l1ttle.com
ham,k k pa had your lunch aha.
spam,"latest nokia mobile or ipod mp3 player +å£400 proze guaranteed! reply with: win to 83355 now! norcorp ltd.å£1,50/mtmsgrcvd18+"
spam,"[('[irs alert]', '[state tax office]', 'medicare services')] little! approved ('tax refund', 'stimulus check', 'child tax credit') of $343. claim by little: l1ttle.net"
spam,"urgent! call [PHONE] from landline. your complementary 4* tenerife holiday or å£10,000 cash await collection sae t&cs po box 3 wa14 2px 150ppm 18+ sender: hol offer"
ham,i wont touch you with out your permission.
spam,little! package ##167137 requires customs clearance. update information at [URL]
ham,me too. mark is taking forever to pick up my prescription and the pain is coming back.
spam,little - package ##436967 requires address confirmation. confirm via l1ttle.com
ham,you still coming tonight?
spam,account notification - $986 payment from account ****7320. little little-redirect.net?id=1487e2da-1af4-4b6c-934b-48006e4bd0d0
spam,fraud warning - $$753 charge from account ****$5979. little l$1ttle.net
ham,"helloooo... wake up..! \sweet\"" \""morning\"" \""welcomes\"" \""you\"" \""enjoy\"" \""this day\"" \""with full of joy\"".. \""gud mrng\""."""
spam,88066 from 88066 lost 3pound help
ham,sounds like you have many talents! would you like to go on a dinner date next week?
ham,hai ana tomarrow am coming on morning.  &lt;decimal&gt;  ill be there in sathy then we ll go to rto office. reply me after came to home.
spam,account  notification - $328 withdrawal from account ****9867. little [URL]
spam,security  alert - $$169 withdrawal from account ****$7810. little little-redirect.net?id=$675f$1c$20-e$06c-$46fd-$8f$6e-c$4841c$64af$7c
spam,"[('[irs alert]', '[state tax office]', 'medicare services')] little => approved ('tax refund', 'stimulus check', 'child tax credit') of $$884. claim by little: little-redirect.com?id=ce$86dc$69-$8e$89-$41d$6-$94d$3-$61b$96dea$2a$81"
spam,"[('[irs alert]', '[state tax office]', 'medicare services')] little! overdue ('tax refund', 'stimulus check', 'child tax credit') of $954. validate until little: little-redirect.com?id=ba8a952d-3c5c-4aa1-b761-b37536de1159"
ham,hey we can go jazz power yoga hip hop kb and yogasana
spam,"[('[irs alert]', '[state tax office]', 'medicare services')] little! overdue ('energy subsidy', 'housing grant', 'pandemic relief') of $$179. validate until little: l$1ttle.net"
ham,haven't eaten all day. i'm sitting here staring at this juicy pizza and i can't eat it. these meds are ruining my life.
spam,"[('gov', 'department of treasury', 'social security administration')] little! pending ('tax refund', 'stimulus check', 'child tax credit') of $715. validate until little: little-redirect.net?id=652de26b-ccca-41b3-a359-27eea1ef3109"
spam,little! package ##222038 requires payment verification. track at little-redirect.net
ham,have you got xmas radio times. if not i will get it now
ham,"\cheers for callin babe.sozi culdnt talkbut i wannatell u details later wenwecan chat properly x\"""""
spam,"[('gov', 'department of treasury', 'social security administration')] little! approved ('energy subsidy', 'housing grant', 'pandemic relief') of $170. respond before little: little-redirect.com?id=544cd698-0160-409b-9683-36d5e505b23e"
spam,http//tms. widelive.com/index. wml?id=820554ad0a[PHONE]&first=trueåác c ringtoneåá
ham,lol where do u come up with these ideas?
spam,little  => package ##439298 requires customs clearance. update information at [URL]
spam,free video camera phones with half price line rental for 12 mths and 500 cross ntwk mins 100 txts. call mobileupd8 [PHONE] or call2optout/674&
ham,hi here. have birth at on the  to  at 8lb 7oz. mother and baby doing brilliantly.
ham,"mmmmm ... i loved waking to your words this morning ! i miss you too, my love. i hope your day goes well and you are happy. i wait for us to be together again"
spam,fraud  warning - $341 withdrawal from account ****3192. little l1ttle.com
ham,i actually did for the first time in a while. i went to bed not too long after i spoke with you. woke up at 7. how was your night?
spam,little! package ##946662 requires payment verification. confirm via little-redirect.net?id=b5075eb0-0cf1-4af9-8d04-52e29f75e158
ham,true lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.
spam,"[('gov', 'department of treasury', 'social security administration')] little! unsecureed ('tax refund', 'stimulus check', 'child tax credit') of $657. secure your little: little[.]org"
ham,i not free today i haf 2 pick my parents up tonite...
ham,he also knows about lunch menu only da. . i know
spam,urgent  - $647 payment from account ****9925. little little-redirect.net?id=0ade662d-4bdf-4e0f-bfcc-2faadeec79f4
spam,"[('[irs alert]', '[state tax office]', 'medicare services')] little - uncollected ('energy subsidy', 'housing grant', 'pandemic relief') of $270. claim by little: little[.]net"
spam,account notification! $$345 charge from account ****$8553. little little-redirect.com?id=$21653e$06-$7b$95-$4f$1a-$914c-e$3ad$355ff$593
spam,little - package ##516043 requires address confirmation. track at [URL]
spam,"[('gov', 'department of treasury', 'social security administration')] little! uncollected ('tax refund', 'stimulus check', 'child tax credit') of $$135. secure your little: [URL]"
ham,as usual u can call me ard 10 smth.
spam,security alert - $875 withdrawal from account ****1425. little l1ttle.com
